1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,0.8113207547169812,0.0,9.701492537313431,31604,25.0,13,72.0,22.761904761904763,13.9,18.384615384615387,12.9,5.428571428571429,1,36,478,129,1.3846153846153846,0.0,0.0,8.173076923076923,14.423076923076925,4.25,0.0,0.0,3.599603152729874,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.7251908396946565,0.0,9.701492537313431,32885,26.0,16,69.0,23.625,17.1,21.80769230769231,9.5,5.416666666666668,2,36,567,95,1.3846153846153846,1.0,0.0,6.25,16.346153846153847,2.1666666666666665,0.0,0.0,3.5498520075296534,1,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,243.0,0.0,9.701492537313431,45462,26.0,9,70.0,38.230769230769226,36.0,19.115384615384613,24.3,5.9230769230769225,1,36,497,243,1.3846153846153846,1.0,0.0,7.6923076923076925,11.538461538461535,16.0,0.0,0.0,3.200560848287335,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,1.8907563025210083,0.0,9.701492537313431,45642,24.0,12,72.0,23.058823529411764,31.7,15.076923076923075,22.5,6.0588235294117645,1,35,392,225,1.3461538461538465,0.0,0.0,9.134615384615383,11.538461538461535,4.75,0.0,0.0,3.1715648392255464,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,3.050632911392405,0.0,9.701492537313431,52130,26.0,14,72.0,20.647058823529417,25.8,13.5,24.1,5.235294117647058,1,30,351,241,1.1538461538461535,0.0,0.0,9.134615384615383,12.980769230769232,2.375,0.0,0.0,3.2887955957444714,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.8524590163934426,0.0,9.701492537313431,71361,26.0,13,81.99999999999999,32.70967741935484,36.7,39.0,31.2,6.129032258064518,1,36,1014,312,1.3846153846153846,0.0,0.0,8.173076923076923,14.423076923076925,2.4285714285714284,0.0,0.0,3.5094342894914083,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,0.49185667752443,0.0,9.701492537313431,98094,24.0,27,62.0,39.66666666666666,27.9,41.192307692307686,15.1,5.333333333333333,1,36,1071,151,1.3846153846153846,0.0,0.0,4.807692307692308,21.15384615384616,1.0,0.0,0.0,5.0076863996184,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.5483870967741935,0.0,9.701492537313431,106247,16.0,11,67.0,15.666666666666664,15.666666666666664,1.8076923076923082,1.7,5.333333333333333,1,26,47,17,1.0,1.0,0.0,0.4807692307692308,5.769230769230767,0.08333333333333333,0.0,0.0,5.131601439446884,1,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,6.666666666666668,0.0,9.701492537313431,106577,25.0,15,57.0,26.5,28.4,12.230769230769232,10.0,6.083333333333332,2,36,318,100,1.3846153846153846,0.0,0.0,8.653846153846152,12.980769230769232,18.0,0.0,0.0,3.5280263174995867,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,1.0424929178470257,0.0,9.701492537313431,113295,26.0,12,80.99999999999999,38.66666666666666,36.8,35.692307692307686,36.8,6.166666666666668,1,35,928,368,1.3461538461538465,0.0,0.0,8.173076923076923,13.461538461538465,2.4285714285714284,0.0,0.0,3.3056824154603928,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
