1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,0.13333333333333333,0.0,99.6268656716418,31604,264.0,13,76.30000000000003,17.544715447154474,12.1,8.082397003745319,0.2,4.439024390243904,1,277,2158,2,1.0374531835205991,0.0,0.0,0.4807692307692308,39.42307692307692,0.5,0.0,6.8920243760451125,2.8259521577268263,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,99.6268656716418,32885,247.0,16,55.0,14.771428571428574,0.0,3.872659176029962,0.0,4.442857142857143,1,277,1034,0,1.0374531835205991,1.0,0.0,0.0,31.73076923076923,0.0,0.0,20.513410247932935,3.251023091077077,1,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.25,0.0,99.6268656716418,45462,267.0,10,67.8,16.57777777777778,17.9,5.5880149812734095,0.1,3.466666666666667,1,277,1492,1,1.0374531835205991,0.4,0.0,0.4807692307692308,28.365384615384606,1.0,0.0,4.949747468305833,2.3329587714345656,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,1.2,0.0,99.6268656716418,45642,264.0,12,72.5,13.6,12.3,5.348314606741573,1.2,4.066666666666666,1,276,1428,12,1.0337078651685394,0.4,0.0,1.4423076923076923,31.73076923076923,3.0,0.0,0.5477225575051661,2.430838200904033,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,0.0,0.0,99.6268656716418,52130,245.0,14,71.19999999999997,15.524590163934429,0.0,7.093632958801497,0.0,4.163934426229509,1,271,1894,0,1.0149812734082395,0.2,0.0,0.0,36.53846153846153,0.0,0.0,2.6076809620810595,2.350876944650163,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.0,0.0,99.6268656716418,71361,243.0,13,79.69999999999997,17.237037037037034,0.0,8.715355805243448,0.0,4.414814814814815,1,277,2327,0,1.0374531835205991,0.0,0.0,0.0,38.942307692307686,0.0,0.0,4.393176527297759,2.7081556900536445,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,6.0,0.0,99.6268656716418,98094,264.0,27,60.6,31.1978021978022,6.3,10.632958801498127,0.6,3.967032967032967,1,277,2839,6,1.0374531835205991,0.0,0.0,0.4807692307692308,43.75,1.0,0.0,1.5165750888103102,3.452697977107659,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.0,0.0,64.92537313432835,106247,150.0,17,41.857142857142854,14.090909090909092,0.0,2.6724137931034484,0.0,4.181818181818182,1,174,465,0,1.0,0.5,0.25,0.0,20.673076923076927,0.0,0.0,31.37939876203281,3.5659373369296734,0,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,0.0,0.0,99.6268656716418,106577,253.0,15,54.2,15.595744680851064,0.0,2.7453183520599245,0.0,4.1063829787234045,1,277,733,0,1.0374531835205991,0.2,0.0,0.0,24.038461538461537,0.0,0.0,9.96493853468249,2.775937307846718,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,0.35714285714285715,0.0,99.6268656716418,113295,261.0,12,77.3,18.22051282051282,14.3,13.307116104868916,0.5,4.343589743589743,1,276,3553,5,1.0337078651685394,0.6,0.0,1.4423076923076923,44.230769230769226,3.0,0.0,2.1908902300206643,2.6651429693952484,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
