1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,169.0,0.0,-0.3731343283582089,31604,-2.0,13,50.0,33.8,33.8,33.8,33.8,6.6,1,9,169,169,0.0,0.0,0.0,9.134615384615383,9.134615384615383,19.0,0.0,0.0,4.560701700396551,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,295.0,0.0,-0.3731343283582089,32885,-2.0,16,50.0,36.875,36.875,36.875,36.875,7.25,2,9,295,295,0.0,0.0,0.0,12.019230769230768,12.019230769230768,25.0,0.0,0.0,5.548487567410986,1,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,180.0,0.0,-0.3731343283582089,45462,-4.0,9,50.0,45.0,45.0,45.0,45.0,6.75,4,9,180,180,0.0,0.0,0.0,6.730769230769233,6.730769230769233,14.0,0.0,0.0,2.6299556396765835,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,21.0,0.0,-0.3731343283582089,45642,-2.0,4,50.0,7.0,7.0,7.0,7.0,2.6666666666666665,1,8,21,21,0.0,0.0,0.0,2.403846153846154,2.403846153846154,5.0,0.0,0.0,1.5275252316519463,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,6.0,0.0,-0.3731343283582089,52130,-1.0,2,50.0,3.0,3.0,3.0,3.0,2.0,2,3,6,6,0.0,0.0,0.0,1.4423076923076923,1.4423076923076923,3.0,0.0,0.0,0.0,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,204.0,0.0,-0.3731343283582089,71361,-1.0,13,50.0,20.4,20.4,20.4,20.4,4.3,1,9,204,204,0.0,0.0,0.0,8.653846153846152,8.653846153846152,18.0,0.0,0.0,3.4657049948186742,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,477.0,0.0,-0.3731343283582089,98094,-1.0,27,50.0,68.14285714285714,68.14285714285714,68.14285714285714,68.14285714285714,8.857142857142858,1,9,477,477,0.0,0.0,0.0,17.307692307692307,17.307692307692307,36.0,0.0,0.0,8.877472827867386,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.0,0.0,64.92537313432835,106247,150.0,17,41.857142857142854,14.090909090909092,0.0,2.6724137931034484,0.0,4.181818181818182,1,174,465,0,1.0,0.5,0.25,0.0,20.673076923076927,0.0,0.0,31.37939876203281,3.5659373369296734,0,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,149.0,0.0,-0.3731343283582089,106577,-4.0,8,50.0,24.83333333333333,24.83333333333333,24.83333333333333,24.83333333333333,6.0,2,9,149,149,0.0,0.0,0.0,9.615384615384617,9.615384615384617,20.0,0.0,0.0,2.449489742783178,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,3.0,0.0,-0.3731343283582089,113295,-7.0,1,50.0,1.5,1.5,1.5,1.5,1.0,1,8,3,3,0.0,0.0,0.0,0.4807692307692308,0.4807692307692308,1.0,0.0,0.0,0.0,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,28.0,0.0,-0.3731343283582089,114017,-2.0,8,50.0,14.0,14.0,14.0,14.0,6.5,5,8,28,28,0.0,0.0,0.0,4.807692307692308,4.807692307692308,10.0,0.0,0.0,2.1213203435596424,1,Pass,34,0,1,0,0,1,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-10.0,142.0,0.0,-0.3731343283582089,114999,-3.0,17,50.0,23.66666666666667,23.66666666666667,23.66666666666667,23.66666666666667,6.833333333333332,1,9,142,142,0.0,0.0,0.0,9.134615384615383,9.134615384615383,19.0,0.0,0.0,5.7067211835402185,1,Pass,35,0,1,0,0,1,0,0,0,0,0,0,3,65,45,0,60,0,-68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
