1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,0.8702290076335878,0.0,19.776119402985074,31604,53.0,13,72.0,20.487179487179485,16.3,15.075471698113208,11.4,5.153846153846153,1,63,799,114,1.1886792452830188,0.0,0.0,5.288461538461538,17.78846153846154,1.8333333333333333,0.0,0.0,3.099562460960049,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,0.0,0.0,19.776119402985074,32885,38.0,16,69.0,23.115384615384606,0.0,11.339622641509434,0.0,5.230769230769232,2,63,601,0,1.1886792452830188,1.0,0.0,0.0,16.826923076923073,0.0,0.0,0.0,3.4676527197248848,1,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,1.3333333333333333,0.0,19.776119402985074,45462,52.0,9,70.0,29.52173913043478,18.2,12.81132075471698,4.0,4.913043478260869,1,63,679,40,1.1886792452830188,1.0,0.0,4.807692307692308,13.461538461538465,5.0,0.0,0.0,3.0138022417818275,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,0.594059405940594,0.0,19.776119402985074,45642,53.0,12,72.0,18.806451612903224,14.3,11.0,6.0,5.354838709677419,1,62,583,60,1.169811320754717,0.0,0.0,4.326923076923077,13.942307692307693,1.5,0.0,0.0,2.8815318506745005,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,1.59375,0.0,19.776119402985074,52130,53.0,14,72.0,16.352941176470587,13.8,10.49056603773585,10.2,4.617647058823528,1,57,556,102,1.0754716981132075,0.0,0.0,5.769230769230767,13.942307692307693,4.0,0.0,0.0,2.6516399257629564,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,1.0786516853932584,0.0,19.776119402985074,71361,53.0,13,81.99999999999999,28.422222222222214,17.8,24.13207547169811,9.6,6.044444444444442,1,63,1279,96,1.1886792452830188,0.0,0.0,8.173076923076923,16.346153846153847,3.4,0.0,0.0,3.052238787539668,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,3.160919540229885,0.0,19.776119402985074,98094,49.0,27,62.0,39.02564102564103,37.8,28.716981132075468,27.5,5.0,1,63,1522,275,1.1886792452830188,0.0,0.0,5.288461538461538,24.038461538461537,5.5,0.0,0.0,4.304220694791764,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.0,0.0,19.776119402985074,106247,41.0,17,67.0,27.33333333333333,0.0,6.1886792452830175,0.0,6.333333333333332,1,53,328,0,1.0,1.0,0.0,0.0,15.865384615384615,0.0,0.0,0.0,4.905161165609756,1,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,34.5,0.0,19.776119402985074,106577,53.0,15,57.0,24.25,23.9,7.320754716981133,6.9,5.9375,1,63,388,69,1.1886792452830188,0.0,0.0,5.769230769230767,14.903846153846152,12.0,0.0,0.0,3.4922533317806903,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,1.1978021978021978,0.0,19.776119402985074,113295,53.0,12,80.99999999999999,30.93478260869565,25.4,26.849056603773583,21.8,5.869565217391305,1,62,1423,218,1.169811320754717,0.0,0.0,6.730769230769233,16.826923076923073,3.5,0.0,0.0,2.79371274791708,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,42.66666666666666,0.0,19.776119402985074,114017,53.0,12,65.99999999999999,24.894736842105264,18.0,8.924528301886793,12.8,5.947368421052633,1,62,473,128,1.169811320754717,0.0,0.0,5.769230769230767,12.980769230769232,12.0,0.0,0.0,2.8958530543314347,1,Pass,34,0,1,0,0,1,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
