1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,0.13636363636363635,0.0,29.85074626865672,31604,75.0,13,71.33333333333333,19.854166666666668,15.9,11.9125,1.8,4.854166666666667,1,90,953,18,1.125,0.0,0.0,2.403846153846154,22.115384615384613,0.4545454545454545,0.0,0.7071067811865476,2.9606611059689283,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,9.714285714285714,0.0,29.85074626865672,32885,80.0,16,43.0,20.484848484848484,11.8,8.45,6.8,4.878787878787879,1,90,676,68,1.125,1.0,0.0,6.25,20.19230769230769,6.5,0.0,27.577164466275352,3.41648188709504,0,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,0.2222222222222222,0.0,29.85074626865672,45462,72.0,9,66.66666666666667,21.96969696969697,4.6,9.0625,0.4,4.121212121212121,1,90,725,4,1.125,0.5,0.0,1.4423076923076923,15.384615384615385,0.75,0.0,3.5355339059327378,2.90212826815916,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,30.0,0.0,29.85074626865672,45642,75.0,12,72.00000000000001,17.27777777777778,10.2,7.775,3.0,5.0555555555555545,1,89,622,30,1.1125,0.5,0.0,3.3653846153846154,15.384615384615385,7.0,0.0,0.0,2.8278658732028643,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,0.3924050632911392,0.0,29.85074626865672,52130,77.0,14,69.33333333333334,15.288888888888893,12.9,8.6,3.1,4.288888888888889,1,84,688,31,1.05,0.0,0.0,1.9230769230769231,16.826923076923073,0.4444444444444444,0.0,2.8284271247461903,2.6338894694678694,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.08396946564885496,0.0,29.85074626865672,71361,80.0,13,84.66666666666667,26.508771929824558,16.4,18.8875,1.1,5.63157894736842,1,90,1511,11,1.125,0.0,0.0,0.9615384615384616,20.673076923076927,0.16666666666666666,0.0,2.8284271247461903,3.0567932482269744,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,1.9473684210526316,0.0,29.85074626865672,98094,73.0,27,60.0,38.0,38.7,20.425,7.4,4.906976744186046,1,90,1634,74,1.125,0.0,0.0,4.326923076923077,28.365384615384606,2.25,0.0,2.1213203435596424,4.2134362940725945,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.12,0.0,29.85074626865672,106247,70.0,17,66.33333333333333,19.8,10.0,4.95,0.6,5.2,1,80,396,6,1.0,1.0,0.0,1.4423076923076923,18.75,0.375,0.0,0.7071067811865476,4.187701291312831,1,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,0.0,0.0,29.85074626865672,106577,68.0,15,53.0,21.777777777777786,0.0,4.9,0.0,5.4444444444444455,1,90,392,0,1.125,0.0,0.0,0.0,14.903846153846152,0.0,0.0,4.242640687119285,3.5846440831154185,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,0.8623853211009175,0.0,29.85074626865672,113295,80.0,12,78.33333333333334,24.61111111111111,9.4,22.15,9.4,5.125,1,89,1772,94,1.1125,0.5,0.0,4.807692307692308,22.59615384615385,0.8333333333333334,0.0,2.8284271247461903,2.9547645934688105,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
