1st_day,click_activity_evolution,click_stuVLE_evolution,date,id_student,last_day,max_nb_ressources,mean_assignments,mean_click_active_day,mean_click_active_day_10,mean_click_day,mean_click_day_10,mean_nb_ressources,min_nb_ressources,nb_active_days,nb_total_click,nb_total_click_last10D,perc_active_days,perc_assignements_late,perc_not_returned_ass,perc_ressources_last10D,perc_ressources_total,ressources_activity_evolution,ressources_stuVLE_evolution,std_assignments,std_nb_ressources,validation,final_result,_id,code_presentation_2013B,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J,code_module_AAA,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,gender_M,region_East Anglian Region,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region
-10.0,1.1927710843373494,0.0,49.62686567164179,31604,132.0,13,72.4,18.426666666666666,18.1,10.390977443609023,9.9,4.6,1,143,1382,99,1.075187969924812,0.0,0.0,5.769230769230767,29.32692307692308,3.0,0.0,1.5275252316519468,2.780239149736894,1,Pass,3,0,1,0,0,1,0,0,0,0,0,0,2,55,45,0,60,0,-52.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-10.0,11.5,0.0,49.62686567164179,32885,129.0,16,51.0,17.304347826086953,8.5,5.984962406015037,4.6,4.413043478260869,1,143,796,46,1.075187969924812,1.0,0.0,5.769230769230767,25.0,6.0,0.0,21.0,3.3037089389991947,1,Pass,4,0,1,0,0,1,0,0,0,0,0,0,1,55,20,0,60,0,-176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-10.0,1.5789473684210529,0.0,49.62686567164179,45462,132.0,9,64.8,17.470588235294116,12.0,6.699248120300753,9.0,3.627450980392157,1,143,891,90,1.075187969924812,0.3333333333333333,0.0,3.3653846153846154,20.19230769230769,0.7777777777777778,0.0,4.041451884327381,2.60738017414972,1,Pass,6,0,1,0,0,1,0,0,0,0,0,0,3,35,20,0,60,0,-67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-9.0,1.2040816326530612,0.0,49.62686567164179,45642,133.0,12,72.0,14.409836065573769,10.4,6.609022556390978,5.9,4.442622950819672,1,142,879,59,1.0676691729323309,0.3333333333333333,0.0,3.3653846153846154,21.15384615384616,0.7,0.0,0.0,2.5398463875067607,1,Pass,7,0,1,0,0,1,0,0,0,0,0,0,2,95,20,0,120,0,-29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-4.0,0.07407407407407407,0.0,49.62686567164179,52130,133.0,14,71.6,16.015151515151516,21.1,7.947368421052633,1.2,4.181818181818182,1,137,1057,12,1.0300751879699248,0.0,0.0,2.403846153846154,23.07692307692308,0.5555555555555556,0.0,3.511884584284246,2.5474517639222323,1,Pass,8,0,1,0,0,1,0,0,0,0,0,0,2,75,20,0,90,0,-33.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-10.0,0.7083333333333334,0.0,49.62686567164179,71361,133.0,13,83.6,21.696202531645564,7.6,12.887218045112787,3.4,5.0,1,143,1714,34,1.075187969924812,0.0,0.0,2.403846153846154,26.44230769230769,0.625,0.0,2.309401076758504,2.943920288775949,1,Pass,17,0,1,0,0,1,0,0,0,0,0,0,3,47,45,0,60,0,-130.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-10.0,0.34838709677419355,0.0,49.62686567164179,98094,133.0,27,59.6,35.892857142857146,28.6,15.112781954887213,5.4,4.5,1,143,2010,54,1.075187969924812,0.0,0.0,1.9230769230769231,34.615384615384606,0.5,0.0,1.7320508075688772,3.789938833759242,1,Pass,23,0,1,0,0,1,0,0,0,0,0,0,1,75,45,0,60,0,-107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12.0,0.08333333333333333,0.0,49.62686567164179,106247,124.0,17,58.6,15.310344827586205,5.4,3.3383458646616537,0.1,4.517241379310343,1,133,444,1,1.0,0.6666666666666666,0.0,0.4807692307692308,19.71153846153846,0.25,0.0,11.269427669584644,3.670545791015402,1,Withdrawn,29,0,1,0,0,1,0,0,0,0,0,0,3,85,45,0,60,0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-10.0,4.0,0.0,49.62686567164179,106577,127.0,15,54.2,19.285714285714285,10.9,3.045112781954887,0.4,5.0476190476190474,1,143,405,4,1.075187969924812,0.0,0.0,1.4423076923076923,16.826923076923073,3.0,0.0,3.2145502536643185,3.456532807253397,1,Pass,30,0,1,0,0,1,0,0,0,0,0,0,1,25,20,0,60,0,-107.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-9.0,2.171428571428572,0.0,49.62686567164179,113295,133.0,12,77.8,20.017543859649123,14.1,17.157894736842106,15.2,4.552631578947368,1,142,2282,152,1.0676691729323309,0.3333333333333333,0.0,8.653846153846152,32.69230769230769,3.6,0.0,2.309401076758504,2.7813923592303715,1,Pass,33,0,1,0,0,1,0,0,0,0,0,0,1,65,45,0,60,0,-26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-9.0,0.4166666666666667,0.0,49.62686567164179,114017,132.0,12,73.19999999999997,19.846153846153847,10.1,3.8796992481203008,0.5,5.230769230769232,1,142,516,5,1.0676691729323309,0.0,0.0,1.4423076923076923,14.903846153846152,0.6,0.0,5.291502622129181,2.7757188951000398,1,Pass,34,0,1,0,0,1,0,0,0,0,0,0,5,47,45,0,60,0,-29.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
